_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category,anomaly_score,anomaly_label,predicted_discharge_1h,anomaly_severity,forecast_severity,hybrid_hazard_score,hybrid_risk_category,forecast_available
53792,53792,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-11 22:15:00,95.88,4.719999999999999,0.25,18.879999999999995,70,70,70.0,HIGH,-0.095001147407929,NORMAL,68.7245836111111,0.0,40,45.0,MODERATE,True
53793,53793,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-11 22:30:00,93.31,-2.569999999999993,0.25,-10.279999999999973,70,70,70.0,HIGH,-0.1144093099425356,NORMAL,70.20740944444447,0.0,40,45.0,MODERATE,True
53794,53794,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-11 22:45:00,90.97,-2.3400000000000034,0.25,-9.360000000000014,70,70,70.0,HIGH,-0.1213332632235273,NORMAL,74.80313603174612,0.0,40,45.0,MODERATE,True
53795,53795,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-11 23:00:00,92.89,1.9200000000000017,0.25,7.680000000000007,70,70,70.0,HIGH,-0.1208925391786529,NORMAL,69.01418250000006,0.0,40,45.0,MODERATE,True
53796,53796,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-11 23:15:00,78.51,-14.379999999999995,0.25,-57.51999999999998,70,90,78.0,HIGH,-0.0285793376488157,NORMAL,69.0561396428572,0.0,40,49.0,MODERATE,True
53797,53797,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-11 23:30:00,76.8,-1.710000000000008,0.25,-6.840000000000032,70,70,70.0,HIGH,-0.1186967225899912,NORMAL,65.56208765873023,0.0,40,45.0,MODERATE,True
53798,53798,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-11 23:45:00,79.72,2.9200000000000017,0.25,11.680000000000009,70,70,70.0,HIGH,-0.1229394696152633,NORMAL,69.28605101851855,0.0,40,45.0,MODERATE,True
53799,53799,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 00:00:00,80.12,0.4000000000000057,0.25,1.6000000000000227,70,40,58.0,MODERATE,-0.137027867569595,NORMAL,74.20187924603178,0.0,40,39.0,MODERATE,True
53800,53800,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 00:15:00,71.01,-9.11,0.25,-36.44,70,90,78.0,HIGH,-0.0750843887131034,NORMAL,68.6639776455027,0.0,40,49.0,MODERATE,True
53801,53801,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 00:30:00,65.58,-5.430000000000007,0.25,-21.720000000000027,70,70,70.0,HIGH,-0.1085298464658977,NORMAL,76.8478022883598,0.0,40,45.0,MODERATE,True
53802,53802,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 00:45:00,63.47,-2.1099999999999994,0.25,-8.439999999999998,70,70,70.0,HIGH,-0.1304598509189484,NORMAL,69.75954134920636,0.0,40,45.0,MODERATE,True
53803,53803,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 01:00:00,62.44,-1.0300000000000011,0.25,-4.1200000000000045,70,70,70.0,HIGH,-0.1603381589140129,NORMAL,70.08537116402115,0.0,40,45.0,MODERATE,True
53804,53804,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 01:15:00,64.2,1.7600000000000051,0.25,7.0400000000000205,70,70,70.0,HIGH,-0.1734519283498092,NORMAL,78.95590531746018,0.0,70,52.5,MODERATE,True
53805,53805,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 01:30:00,66.23,2.030000000000001,0.25,8.120000000000005,70,70,70.0,HIGH,-0.1692495412951647,NORMAL,68.33627682539684,0.0,40,45.0,MODERATE,True
53806,53806,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 01:45:00,65.75,-0.480000000000004,0.25,-1.920000000000016,70,40,58.0,MODERATE,-0.1753241375171893,NORMAL,69.42063296296296,0.0,40,39.0,MODERATE,True
53807,53807,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 02:00:00,63.52,-2.229999999999997,0.25,-8.919999999999987,70,70,70.0,HIGH,-0.1637349788243038,NORMAL,65.33028309523809,0.0,40,45.0,MODERATE,True
53808,53808,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 02:15:00,64.63,1.1099999999999923,0.25,4.439999999999969,70,70,70.0,HIGH,-0.1720969490990719,NORMAL,63.27731861111108,0.0,40,45.0,MODERATE,True
53809,53809,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 02:30:00,64.8,0.1700000000000017,0.25,0.6800000000000068,70,10,46.0,MODERATE,-0.1589080127848954,NORMAL,61.58159743386242,0.0,40,33.0,MODERATE,True
53810,53810,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 02:45:00,64.63,-0.1700000000000017,0.25,-0.6800000000000068,70,10,46.0,MODERATE,-0.1584100073095171,NORMAL,61.64906983465609,0.0,40,33.0,MODERATE,True
53811,53811,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 03:00:00,66.03,1.4000000000000057,0.25,5.600000000000023,70,70,70.0,HIGH,-0.1612096339786684,NORMAL,59.59042591931216,0.0,40,45.0,MODERATE,True
53812,53812,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 03:15:00,66.2,0.1700000000000017,0.25,0.6800000000000068,70,10,46.0,MODERATE,-0.1578687995042941,NORMAL,62.68296558201053,0.0,40,33.0,MODERATE,True
53813,53813,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 03:30:00,64.24,-1.960000000000008,0.25,-7.840000000000032,70,70,70.0,HIGH,-0.1632019432382575,NORMAL,63.46486330687825,0.0,40,45.0,MODERATE,True
53814,53814,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 03:45:00,50.05,-14.189999999999998,0.25,-56.75999999999999,70,90,78.0,HIGH,-0.0125523911728099,NORMAL,59.13931661375659,0.0,40,49.0,MODERATE,True
53815,53815,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 04:00:00,51.68,1.6300000000000026,0.25,6.52000000000001,70,70,70.0,HIGH,-0.1187342370152638,NORMAL,50.97755900793654,0.0,40,45.0,MODERATE,True
53816,53816,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 04:15:00,52.56,0.8800000000000026,0.25,3.5200000000000102,70,40,58.0,MODERATE,-0.1365409200744017,NORMAL,54.21353484228735,0.0,40,39.0,MODERATE,True
53817,53817,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 04:30:00,51.03,-1.5300000000000011,0.25,-6.1200000000000045,70,70,70.0,HIGH,-0.1731146004914848,NORMAL,52.59409023430273,0.0,40,45.0,MODERATE,True
53818,53818,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 04:45:00,49.16,-1.8700000000000043,0.25,-7.480000000000018,70,70,70.0,HIGH,-0.1678926067089148,NORMAL,54.19834805165087,0.0,40,45.0,MODERATE,True
53819,53819,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 05:00:00,49.81,0.6500000000000057,0.25,2.6000000000000227,70,40,58.0,MODERATE,-0.1840335393629038,NORMAL,48.12275326719579,0.0,40,39.0,MODERATE,True
53820,53820,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 05:15:00,44.91,-4.900000000000006,0.25,-19.600000000000023,70,70,70.0,HIGH,-0.1074807338623132,NORMAL,50.260467857142885,0.0,40,45.0,MODERATE,True
53821,53821,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 05:30:00,44.41,-0.5,0.25,-2.0,70,40,58.0,MODERATE,-0.1645974816312625,NORMAL,45.4187836640212,0.0,40,39.0,MODERATE,True
53822,53822,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 05:45:00,42.9,-1.509999999999998,0.25,-6.039999999999992,70,70,70.0,HIGH,-0.1540797281831927,NORMAL,41.2925355687831,0.0,40,45.0,MODERATE,True
53823,53823,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 06:00:00,41.54,-1.3599999999999994,0.25,-5.439999999999998,70,70,70.0,HIGH,-0.1576874544584887,NORMAL,38.34108037037042,0.0,40,45.0,MODERATE,True
53824,53824,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 06:15:00,46.68,5.140000000000001,0.25,20.56,70,70,70.0,HIGH,-0.1031463558239227,NORMAL,36.15824365079365,0.0,40,45.0,MODERATE,True
53825,53825,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 06:30:00,45.09,-1.5899999999999963,0.25,-6.359999999999985,70,70,70.0,HIGH,-0.1618377468296776,NORMAL,40.12002071428572,0.0,40,45.0,MODERATE,True
53826,53826,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 06:45:00,44.44,-0.6500000000000057,0.25,-2.6000000000000227,70,40,58.0,MODERATE,-0.1720238541582863,NORMAL,37.57989130952381,0.0,40,39.0,MODERATE,True
53827,53827,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 07:00:00,46.62,2.18,0.25,8.719999999999999,70,70,70.0,HIGH,-0.151803484032195,NORMAL,35.687105952380925,0.0,40,45.0,MODERATE,True
53828,53828,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 07:15:00,45.34,-1.279999999999994,0.25,-5.119999999999976,70,70,70.0,HIGH,-0.162448818281541,NORMAL,40.63243676767679,0.0,40,45.0,MODERATE,True
53829,53829,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 07:30:00,46.81,1.4699999999999989,0.25,5.879999999999996,70,70,70.0,HIGH,-0.1680215609831309,NORMAL,39.83514145502647,0.0,40,45.0,MODERATE,True
53830,53830,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 07:45:00,46.52,-0.2899999999999991,0.25,-1.1599999999999966,70,40,58.0,MODERATE,-0.1687902045812023,NORMAL,41.0098406746032,0.0,40,39.0,MODERATE,True
53831,53831,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 08:00:00,44.87,-1.6500000000000057,0.25,-6.600000000000023,70,70,70.0,HIGH,-0.1613338990024183,NORMAL,43.914936296296325,0.0,40,45.0,MODERATE,True
53832,53832,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 08:15:00,37.75,-7.119999999999997,0.25,-28.47999999999999,70,70,70.0,HIGH,-0.0602260327984426,NORMAL,39.84586492063497,0.0,40,45.0,MODERATE,True
53833,53833,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 08:30:00,43.21,5.460000000000001,0.25,21.840000000000003,70,70,70.0,HIGH,-0.0841264170170414,NORMAL,33.551735537518056,0.0,40,45.0,MODERATE,True
53834,53834,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 08:45:00,43.68,0.4699999999999988,0.25,1.879999999999996,70,40,58.0,MODERATE,-0.1570050453038452,NORMAL,36.30601039201538,0.0,40,39.0,MODERATE,True
53835,53835,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 09:00:00,43.83,0.1499999999999985,0.25,0.5999999999999943,70,10,46.0,MODERATE,-0.1452112153094637,NORMAL,39.81350756613757,0.0,40,33.0,MODERATE,True
53836,53836,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 09:15:00,39.79,-4.039999999999999,0.25,-16.159999999999997,70,70,70.0,HIGH,-0.1075317092430729,NORMAL,37.67106958994709,0.0,40,45.0,MODERATE,True
53837,53837,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 09:30:00,39.99,0.2000000000000028,0.25,0.8000000000000114,70,10,46.0,MODERATE,-0.153311329588017,NORMAL,38.0328142724868,0.0,40,33.0,MODERATE,True
53838,53838,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 09:45:00,38.86,-1.1300000000000026,0.25,-4.52000000000001,70,70,70.0,HIGH,-0.1501648125760305,NORMAL,37.73043990740744,0.0,40,45.0,MODERATE,True
53839,53839,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 10:00:00,38.91,0.0499999999999971,0.25,0.1999999999999886,70,10,46.0,MODERATE,-0.1504817218349187,NORMAL,39.30361301587302,0.0,40,33.0,MODERATE,True
53840,53840,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 10:15:00,41.62,2.710000000000001,0.25,10.840000000000003,70,70,70.0,HIGH,-0.1287286453272124,NORMAL,38.47114308802311,0.0,40,45.0,MODERATE,True
53841,53841,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 10:30:00,40.44,-1.1799999999999995,0.25,-4.719999999999999,70,70,70.0,HIGH,-0.154134132298655,NORMAL,40.09512425925931,0.0,40,45.0,MODERATE,True
53842,53842,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 10:45:00,40.97,0.5300000000000011,0.25,2.1200000000000045,70,40,58.0,MODERATE,-0.1655046395647499,NORMAL,39.76588186507938,0.0,40,39.0,MODERATE,True
53843,53843,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 11:00:00,40.96,-0.009999999999998,0.25,-0.039999999999992,70,10,46.0,MODERATE,-0.1479956277393357,NORMAL,40.18263722222219,0.0,40,33.0,MODERATE,True
53844,53844,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 11:15:00,40.32,-0.6400000000000006,0.25,-2.5600000000000023,70,40,58.0,MODERATE,-0.1638879390820662,NORMAL,43.447741071428574,0.0,40,39.0,MODERATE,True
53845,53845,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 11:30:00,41.43,1.1099999999999994,0.25,4.439999999999998,70,70,70.0,HIGH,-0.1518807862777881,NORMAL,40.20729503246756,0.0,40,45.0,MODERATE,True
53846,53846,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 11:45:00,44.92,3.490000000000002,0.25,13.960000000000008,70,70,70.0,HIGH,-0.1274219795360717,NORMAL,40.31407876984128,0.0,40,45.0,MODERATE,True
53847,53847,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 12:00:00,45.7,0.7800000000000011,0.25,3.1200000000000045,70,40,58.0,MODERATE,-0.1709707518721605,NORMAL,41.08385,0.0,40,39.0,MODERATE,True
53848,53848,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 12:15:00,45.36,-0.3400000000000034,0.25,-1.3600000000000136,70,40,58.0,MODERATE,-0.1650800147997904,NORMAL,46.56500789682539,0.0,40,39.0,MODERATE,True
53849,53849,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 12:30:00,45.19,-0.1700000000000017,0.25,-0.6800000000000068,70,10,46.0,MODERATE,-0.1625350315217955,NORMAL,45.46651214285715,0.0,40,33.0,MODERATE,True
53850,53850,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 12:45:00,44.63,-0.5599999999999952,0.25,-2.2399999999999807,70,40,58.0,MODERATE,-0.1735165806621057,NORMAL,45.98885511904763,0.0,40,39.0,MODERATE,True
53851,53851,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 13:00:00,44.82,0.1899999999999977,0.25,0.7599999999999909,70,10,46.0,MODERATE,-0.165239196009803,NORMAL,47.55408957671958,0.0,40,33.0,MODERATE,True
53852,53852,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 13:15:00,46.2,1.3800000000000026,0.25,5.52000000000001,70,70,70.0,HIGH,-0.1599180665571534,NORMAL,44.61686865079368,0.0,40,45.0,MODERATE,True
53853,53853,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 13:30:00,44.43,-1.7700000000000031,0.25,-7.0800000000000125,70,70,70.0,HIGH,-0.1555983910058977,NORMAL,48.60005333333336,0.0,40,45.0,MODERATE,True
53854,53854,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 13:45:00,47.91,3.479999999999997,0.25,13.919999999999987,70,70,70.0,HIGH,-0.1331495921148818,NORMAL,44.23230801587303,0.0,40,45.0,MODERATE,True
53855,53855,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 14:00:00,47.41,-0.5,0.25,-2.0,70,40,58.0,MODERATE,-0.1777698000903255,NORMAL,55.39299793650789,0.0,40,39.0,MODERATE,True
53856,53856,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 14:15:00,63.76,16.35,0.25,65.4,70,90,78.0,HIGH,0.0043472517047437,ANOMALY,56.598894285714245,1.9920810020849802,40,49.5,MODERATE,True
53857,53857,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 14:30:00,63.2,-0.5599999999999952,0.25,-2.2399999999999807,70,40,58.0,MODERATE,-0.1068198778909139,NORMAL,63.9485659137159,0.0,40,39.0,MODERATE,True
53858,53858,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 14:45:00,64.38,1.1799999999999926,0.25,4.71999999999997,70,70,70.0,HIGH,-0.1231256362085878,NORMAL,63.70720547119546,0.0,40,45.0,MODERATE,True
53859,53859,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 15:00:00,63.58,-0.7999999999999972,0.25,-3.1999999999999886,70,40,58.0,MODERATE,-0.1694585863071595,NORMAL,62.44514230158738,0.0,40,39.0,MODERATE,True
53860,53860,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 15:15:00,74.99,11.409999999999997,0.25,45.63999999999999,70,90,78.0,HIGH,-0.0519761669930165,NORMAL,72.78580738095245,0.0,40,49.0,MODERATE,True
53861,53861,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 15:30:00,72.85,-2.140000000000001,0.25,-8.560000000000002,70,70,70.0,HIGH,-0.1389578040154142,NORMAL,79.6636368650794,0.0,70,52.5,MODERATE,True
53862,53862,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 15:45:00,93.74,20.89,0.25,83.56,70,90,78.0,HIGH,0.0277179358829211,ANOMALY,80.05167623015878,12.737175988510971,70,59.68,MODERATE,True
53863,53863,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 16:00:00,94.32,0.5799999999999983,0.25,2.319999999999993,70,40,58.0,MODERATE,-0.0794138274705745,NORMAL,86.83154472222223,0.0,70,46.5,MODERATE,True
53864,53864,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 16:15:00,92.25,-2.069999999999993,0.25,-8.279999999999973,70,70,70.0,HIGH,-0.0987968716719925,NORMAL,90.84447138888892,0.0,70,52.5,MODERATE,True
53865,53865,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 16:30:00,88.65,-3.5999999999999943,0.25,-14.399999999999975,70,70,70.0,HIGH,-0.1164583411921107,NORMAL,91.31778218253972,0.0,70,52.5,MODERATE,True
53866,53866,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 16:45:00,91.35,2.6999999999999886,0.25,10.799999999999956,70,70,70.0,HIGH,-0.1215193880792081,NORMAL,87.1686789153439,0.0,70,52.5,MODERATE,True
53867,53867,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 17:00:00,90.83,-0.519999999999996,0.25,-2.079999999999984,70,40,58.0,MODERATE,-0.1265206160619291,NORMAL,89.47477527777777,0.0,70,46.5,MODERATE,True
53868,53868,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 17:15:00,94.25,3.4200000000000017,0.25,13.680000000000009,70,70,70.0,HIGH,-0.112254165636501,NORMAL,85.39931406084655,0.0,70,52.5,MODERATE,True
53869,53869,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 17:30:00,90.84,-3.4099999999999966,0.25,-13.639999999999986,70,70,70.0,HIGH,-0.1110240021491315,NORMAL,85.85761890211643,0.0,70,52.5,MODERATE,True
53870,53870,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 17:45:00,60.92,-29.92,0.25,-119.68,70,90,78.0,HIGH,0.0762608159005469,ANOMALY,82.84839734126986,35.055643549298786,70,65.26,HIGH,True
53871,53871,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 18:00:00,62.95,2.030000000000001,0.25,8.120000000000005,70,70,70.0,HIGH,-0.0703905589344062,NORMAL,70.42863750601246,0.0,40,45.0,MODERATE,True
53872,53872,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 18:15:00,65.33,2.3799999999999955,0.25,9.519999999999982,70,70,70.0,HIGH,-0.0869502750233514,NORMAL,68.50978650072152,0.0,40,45.0,MODERATE,True
53873,53873,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 18:30:00,66.81,1.480000000000004,0.25,5.920000000000016,70,70,70.0,HIGH,-0.174029185895449,NORMAL,70.32869508537756,0.0,40,45.0,MODERATE,True
53874,53874,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 18:45:00,69.37,2.5600000000000023,0.25,10.240000000000007,70,70,70.0,HIGH,-0.1563814616907843,NORMAL,76.64802078042327,0.0,40,45.0,MODERATE,True
53875,53875,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 19:00:00,64.23,-5.140000000000001,0.25,-20.56,70,70,70.0,HIGH,-0.1237686700772104,NORMAL,77.92027681216928,0.0,40,45.0,MODERATE,True
53876,53876,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 19:15:00,58.9,-5.330000000000005,0.25,-21.32000000000002,70,70,70.0,HIGH,-0.1130075946913428,NORMAL,66.92410876984125,0.0,40,45.0,MODERATE,True
53877,53877,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 19:30:00,56.95,-1.949999999999996,0.25,-7.799999999999983,70,70,70.0,HIGH,-0.143592596892447,NORMAL,76.35378629629626,0.0,40,45.0,MODERATE,True
53878,53878,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 19:45:00,54.95,-2.0,0.25,-8.0,70,70,70.0,HIGH,-0.1556945659820033,NORMAL,84.34156408730159,0.0,70,52.5,MODERATE,True
